opportunity_id,customer_account,product_group,mrr,stage,forecast_category,rep,sales_channel,created_date,close_date
OPP-00640,SkyBridge Networks,IP Transit,1528.16,Closed Lost,Not In Forecast,Nicole Foster,Direct,11/02/2024,01/08/2025
OPP-00649,DigiPath,Managed Services,365.78,Closed Lost,Not In Forecast,Jose Banales,Channel,08/16/2024,10/01/2024
OPP-00654,FlexNet Solutions,Cloud Connect,130.83,Closed Lost,Not In Forecast,Jose Banales,Agent,11/18/2024,03/15/2025
OPP-00658,Summit Cloud,Cloud Connect,2631.99,Closed Lost,Not In Forecast,Jessica Kim,Agent,01/09/2026,03/15/2026
OPP-00661,VectorData,Cloud Connect,1014.17,Closed Lost,Not In Forecast,David Park,Agent,09/20/2024,01/13/2025
OPP-00662,DataSync Labs,Wavelengths,1056.99,Closed Lost,Not In Forecast,Chris Weber,Agent,12/14/2024,03/26/2025
OPP-00664,Acme Corp,DDoS Protection,607.07,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,12/11/2025,03/06/2026
OPP-00669,DataSync Labs,Managed Services,224.17,Closed Lost,Not In Forecast,Chris Weber,Channel,04/06/2024,08/07/2024
OPP-00670,Titanium Labs,Cloud Connect,49.9,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,01/08/2026,03/03/2026
OPP-00674,RedRock Data,SD-WAN,1365.94,Closed Lost,Not In Forecast,Lisa Chen,Direct,08/27/2024,10/25/2024
OPP-00675,Summit Cloud,Dark Fiber,517.19,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,03/01/2025,06/14/2025
OPP-00678,SignalBridge,SD-WAN,635.93,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/06/2024,09/21/2024
OPP-00679,GridForce,Managed Services,237.53,Closed Lost,Not In Forecast,Chris Weber,Direct,12/15/2024,04/04/2025
OPP-00681,Atlas Computing,Colocation,115.87,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,09/02/2024,01/06/2025
OPP-00684,GoldGrid,MPLS,63.43,Closed Lost,Not In Forecast,Jessica Kim,Agent,04/21/2025,06/07/2025
OPP-00685,Cascade Networks,Colocation,757.47,Closed Lost,Not In Forecast,David Park,Direct,04/15/2024,09/15/2024
OPP-00688,FlexNet Solutions,MPLS,172.67,Closed Lost,Not In Forecast,Mark Thompson,Agent,03/22/2025,07/31/2025
OPP-00691,BluePeak,IP Transit,2919.61,Closed Lost,Not In Forecast,Mark Thompson,Agent,09/10/2025,10/25/2025
OPP-00698,Titanium Labs,SD-WAN,3118.68,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,05/11/2024,10/18/2024
OPP-00701,ClearPath,DDoS Protection,229.38,Closed Lost,Not In Forecast,Mark Thompson,Channel,06/27/2024,11/27/2024
OPP-00704,NexGen Telecom,MPLS,1430.78,Closed Lost,Not In Forecast,Nicole Foster,Direct,02/06/2025,06/19/2025
OPP-00705,StarForge,DDoS Protection,650.84,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,10/07/2025,11/23/2025
OPP-00706,HorizonIO,MPLS,795.54,Closed Lost,Not In Forecast,Chris Weber,Channel,09/22/2025,11/19/2025
OPP-00709,EchoPoint,MPLS,1082.26,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,08/16/2025,11/20/2025
OPP-00710,ClearPath,SD-WAN,588.99,Closed Lost,Not In Forecast,Jessica Kim,Channel,07/31/2025,11/23/2025
OPP-00711,EchoPoint,Wavelengths,697.88,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,04/07/2025,09/22/2025
OPP-00713,TechFlow Inc,SD-WAN,911.59,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,08/05/2025,11/20/2025
OPP-00717,EchoPoint,MPLS,94.21,Closed Lost,Not In Forecast,David Park,Agent,07/08/2025,11/26/2025
OPP-00720,GridForce,IP Transit,325.43,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,11/14/2025,02/16/2026
OPP-00721,ClearPath,SD-WAN,1601.18,Closed Lost,Not In Forecast,Lisa Chen,Direct,11/15/2024,12/18/2024
OPP-00730,Pinnacle IT,Managed Services,608.6,Closed Lost,Not In Forecast,Nicole Foster,Agent,08/31/2024,10/11/2024
OPP-00732,ClearPath,DDoS Protection,83.82,Closed Lost,Not In Forecast,Lisa Chen,Channel,10/07/2025,11/20/2025
OPP-00738,GoldGrid,Wavelengths,401.25,Closed Lost,Not In Forecast,Mark Thompson,Agent,02/10/2025,05/31/2025
OPP-00741,Cascade Networks,Cloud Connect,303.17,Closed Lost,Not In Forecast,Lisa Chen,Agent,05/10/2025,08/27/2025
OPP-00745,Summit Cloud,IP Transit,106.99,Closed Lost,Not In Forecast,Chris Weber,Direct,10/04/2025,02/15/2026
OPP-00763,SilverStream,Wavelengths,621.03,Closed Lost,Not In Forecast,Mark Thompson,Channel,03/19/2025,05/18/2025
OPP-00769,SkyBridge Networks,Dark Fiber,963.7,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,06/23/2024,12/08/2024
OPP-00770,Apex Digital,DDoS Protection,1880.78,Closed Lost,Not In Forecast,Mark Thompson,Channel,08/23/2025,02/17/2026
OPP-00773,SwiftNode,Cloud Connect,2739.43,Closed Lost,Not In Forecast,Mark Thompson,Channel,01/10/2026,02/21/2026
OPP-00774,TechFlow Inc,Ethernet,3112.7,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,10/31/2024,04/19/2025
OPP-00776,LinkStream,IP Transit,223.88,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,07/09/2025,10/11/2025
OPP-00778,TerraLink,IP Transit,7869.53,Closed Lost,Not In Forecast,Jessica Kim,Channel,07/24/2025,08/13/2025
OPP-00781,Zenith Systems,Cloud Connect,331.84,Closed Lost,Not In Forecast,Chris Weber,Channel,07/23/2024,11/13/2024
OPP-00783,TerraLink,DDoS Protection,928.1,Closed Lost,Not In Forecast,Lisa Chen,Direct,01/28/2026,03/13/2026
OPP-00788,PulseNet,Cloud Connect,233.42,Closed Lost,Not In Forecast,Mark Thompson,Agent,09/24/2024,11/29/2024
OPP-00791,PrimeRoute,Dark Fiber,236.67,Closed Lost,Not In Forecast,Nicole Foster,Direct,12/15/2024,05/03/2025
OPP-00792,Pinnacle IT,Cloud Connect,309.37,Closed Lost,Not In Forecast,Nicole Foster,Channel,03/17/2025,06/24/2025
OPP-00793,FiberLink,Dark Fiber,1463.31,Closed Lost,Not In Forecast,Jessica Kim,Agent,11/27/2024,03/16/2025
OPP-00795,SwiftNode,Ethernet,2286.62,Closed Lost,Not In Forecast,Nicole Foster,Channel,01/21/2026,03/02/2026
OPP-00798,VectorData,Managed Services,1592.5,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,01/06/2026,03/05/2026
OPP-00802,RedRock Data,Managed Services,541.61,Closed Lost,Not In Forecast,Mark Thompson,Agent,07/22/2024,10/15/2024
OPP-00803,Titanium Labs,Managed Services,1781.7,Closed Lost,Not In Forecast,Lisa Chen,Channel,10/19/2024,12/30/2024
OPP-00804,CloudFirst,IP Transit,142.71,Closed Lost,Not In Forecast,Jessica Kim,Agent,03/09/2025,07/02/2025
OPP-00805,Zenith Systems,Wavelengths,1008.25,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,06/25/2024,08/12/2024
OPP-00806,Apex Digital,MPLS,320.17,Closed Lost,Not In Forecast,Jose Banales,Agent,08/13/2024,10/20/2024
OPP-00811,TechFlow Inc,MPLS,845.52,Closed Lost,Not In Forecast,Nicole Foster,Agent,07/26/2025,01/22/2026
OPP-00813,EchoPoint,Colocation,779.38,Closed Lost,Not In Forecast,Jessica Kim,Direct,01/21/2026,03/07/2026
OPP-00814,PulseNet,MPLS,569.34,Closed Lost,Not In Forecast,Mark Thompson,Direct,12/05/2024,12/28/2024
OPP-00815,Quantum Networks,Wavelengths,161.92,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,08/08/2024,01/17/2025
OPP-00818,IronGate Tech,Wavelengths,322.33,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,12/03/2024,04/05/2025
OPP-00821,Quantum Networks,Cloud Connect,79.84,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,10/31/2024,02/19/2025
OPP-00828,IronGate Tech,Colocation,242.95,Closed Lost,Not In Forecast,Mark Thompson,Channel,03/25/2024,07/26/2024
OPP-00831,SkyBridge Networks,Wavelengths,174.84,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,12/14/2024,02/21/2025
OPP-00834,FiberLink,DDoS Protection,48.65,Closed Lost,Not In Forecast,Jessica Kim,Direct,03/25/2024,05/18/2024
OPP-00841,FiberLink,Colocation,212.29,Closed Lost,Not In Forecast,Nicole Foster,Direct,04/26/2024,07/20/2024
OPP-00843,ByteWorks,Ethernet,232.45,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,12/30/2024,04/13/2025
OPP-00847,CoreConnect,MPLS,128.95,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,06/27/2024,07/31/2024
OPP-00853,NexGen Telecom,SD-WAN,42.22,Closed Lost,Not In Forecast,Jose Banales,Agent,01/04/2026,02/19/2026
OPP-00857,ByteWorks,Cloud Connect,160.34,Closed Lost,Not In Forecast,David Park,Direct,06/05/2025,09/22/2025
OPP-00862,SilverStream,Dark Fiber,124.03,Closed Lost,Not In Forecast,Jose Banales,Direct,10/15/2025,02/20/2026
OPP-00866,OmniConnect,Wavelengths,3162.5,Closed Lost,Not In Forecast,Nicole Foster,Channel,09/16/2024,01/18/2025
OPP-00870,OmniConnect,Cloud Connect,1647.67,Closed Lost,Not In Forecast,Jessica Kim,Channel,10/01/2025,02/20/2026
OPP-00872,Quantum Networks,Ethernet,6872.55,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,07/08/2024,08/07/2024
OPP-00873,OmniConnect,Cloud Connect,18.56,Closed Lost,Not In Forecast,Mark Thompson,Channel,05/14/2024,07/03/2024
OPP-00874,DigiPath,IP Transit,556.19,Closed Lost,Not In Forecast,Chris Weber,Agent,11/16/2025,01/10/2026
OPP-00876,HorizonIO,Managed Services,239.84,Closed Lost,Not In Forecast,Chris Weber,Agent,01/04/2026,01/27/2026
OPP-00877,SilverStream,IP Transit,775.85,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,10/24/2025,03/16/2026
OPP-00891,VectorData,Dark Fiber,182.21,Closed Lost,Not In Forecast,Nicole Foster,Agent,04/06/2025,05/31/2025
OPP-00892,Titanium Labs,DDoS Protection,224.73,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,09/16/2025,01/28/2026
OPP-00893,FiberLink,Wavelengths,804.12,Closed Lost,Not In Forecast,Mark Thompson,Agent,02/17/2025,03/20/2025
OPP-00894,Apex Digital,Cloud Connect,105.94,Closed Lost,Not In Forecast,Nicole Foster,Channel,01/02/2026,03/12/2026
OPP-00898,OmniConnect,DDoS Protection,152.31,Closed Lost,Not In Forecast,Jessica Kim,Channel,04/20/2025,05/07/2025
OPP-00900,Atlas Computing,IP Transit,69.53,Closed Lost,Not In Forecast,Jessica Kim,Channel,06/22/2025,08/08/2025
OPP-00901,SwiftNode,MPLS,2422.31,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,11/23/2025,03/14/2026
OPP-00903,HorizonIO,Colocation,303.45,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,09/24/2025,01/26/2026
OPP-00907,Pinnacle IT,Wavelengths,79.76,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,11/02/2024,03/26/2025
OPP-00910,IronGate Tech,IP Transit,349.63,Closed Lost,Not In Forecast,Chris Weber,Agent,07/25/2024,12/16/2024
OPP-00912,IronGate Tech,Dark Fiber,469.48,Closed Lost,Not In Forecast,Nicole Foster,Direct,07/29/2024,12/07/2024
OPP-00915,RedRock Data,Cloud Connect,277.51,Closed Lost,Not In Forecast,Lisa Chen,Channel,06/22/2025,08/17/2025
OPP-00917,GoldGrid,MPLS,54.0,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,08/21/2024,10/30/2024
OPP-00920,GridForce,SD-WAN,169.58,Closed Lost,Not In Forecast,Chris Weber,Direct,07/30/2025,12/02/2025
OPP-00928,Atlas Computing,SD-WAN,280.27,Closed Lost,Not In Forecast,Mark Thompson,Channel,05/17/2025,08/17/2025
OPP-00929,PrimeRoute,Cloud Connect,590.6,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,06/26/2025,11/14/2025
OPP-00939,Atlas Computing,IP Transit,89.47,Closed Lost,Not In Forecast,David Park,Direct,08/19/2024,12/13/2024
OPP-00941,FlexNet Solutions,Ethernet,421.17,Closed Lost,Not In Forecast,Chris Weber,Direct,05/08/2024,11/04/2024
OPP-00943,GoldGrid,DDoS Protection,398.62,Closed Lost,Not In Forecast,Chris Weber,Channel,10/12/2024,01/23/2025
OPP-00948,VectorData,Managed Services,3127.51,Closed Lost,Not In Forecast,David Park,Channel,07/11/2024,10/03/2024
OPP-00951,PrimeRoute,SD-WAN,313.76,Closed Lost,Not In Forecast,Lisa Chen,Direct,03/08/2025,06/04/2025
OPP-00952,DigiPath,Dark Fiber,861.95,Closed Lost,Not In Forecast,Jessica Kim,Agent,01/22/2025,06/10/2025
OPP-00958,CoreConnect,Colocation,360.06,Closed Lost,Not In Forecast,Jessica Kim,Agent,05/22/2025,09/19/2025
OPP-00962,Summit Cloud,Dark Fiber,566.9,Closed Lost,Not In Forecast,Lisa Chen,Agent,12/21/2025,02/22/2026
OPP-00967,FlexNet Solutions,SD-WAN,124.66,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,07/06/2025,11/04/2025
OPP-00968,IronGate Tech,IP Transit,478.98,Closed Lost,Not In Forecast,Jose Banales,Channel,01/13/2026,03/03/2026
OPP-00971,HorizonIO,DDoS Protection,3486.0,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,01/21/2026,03/09/2026
OPP-00972,CoreConnect,Cloud Connect,752.94,Closed Lost,Not In Forecast,Nicole Foster,Agent,01/28/2026,03/11/2026
OPP-00974,CloudFirst,MPLS,1600.17,Closed Lost,Not In Forecast,David Park,Direct,04/17/2024,06/15/2024
OPP-00975,Apex Digital,Wavelengths,117.81,Closed Lost,Not In Forecast,Jessica Kim,Channel,02/11/2026,03/10/2026
OPP-00977,Cascade Networks,Managed Services,21.17,Closed Lost,Not In Forecast,Lisa Chen,Direct,08/06/2024,09/07/2024
OPP-00980,FlexNet Solutions,Wavelengths,323.78,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,07/09/2024,12/20/2024
OPP-00989,NetScale Systems,SD-WAN,341.49,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,03/28/2025,08/31/2025
OPP-00990,FlexNet Solutions,Ethernet,1234.98,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,12/29/2024,02/02/2025
OPP-00991,LinkStream,IP Transit,96.48,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,08/10/2024,09/03/2024
OPP-00992,NexGen Telecom,Managed Services,192.05,Closed Lost,Not In Forecast,Jessica Kim,Direct,06/12/2024,07/12/2024
OPP-00995,IronGate Tech,DDoS Protection,338.39,Closed Lost,Not In Forecast,Jose Banales,Direct,10/20/2025,03/16/2026
OPP-00997,Zenith Systems,Dark Fiber,67.21,Closed Lost,Not In Forecast,Nicole Foster,Channel,02/09/2025,05/02/2025
OPP-00998,PulseNet,Managed Services,310.53,Closed Lost,Not In Forecast,Jessica Kim,Direct,10/27/2024,02/23/2025
OPP-01002,DataSync Labs,MPLS,415.62,Closed Lost,Not In Forecast,Lisa Chen,Channel,02/14/2025,07/25/2025
OPP-01005,OmniConnect,Ethernet,1884.02,Closed Lost,Not In Forecast,Chris Weber,Agent,06/05/2024,08/16/2024
OPP-01008,Atlas Computing,Cloud Connect,260.14,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,08/17/2025,09/20/2025
OPP-01011,Atlas Computing,Dark Fiber,715.0,Closed Lost,Not In Forecast,Mark Thompson,Direct,04/21/2024,08/24/2024
OPP-01012,TechFlow Inc,IP Transit,1464.11,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,05/03/2025,10/07/2025
OPP-01017,DataSync Labs,Ethernet,127.37,Closed Lost,Not In Forecast,Chris Weber,Agent,07/17/2024,10/13/2024
OPP-01019,PrimeRoute,IP Transit,3156.54,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,10/03/2024,10/19/2024
OPP-01020,RedRock Data,Dark Fiber,1093.62,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/25/2025,09/23/2025
OPP-01022,NetScale Systems,Cloud Connect,750.96,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/26/2024,08/29/2024
OPP-01027,EchoPoint,Managed Services,299.04,Closed Lost,Not In Forecast,David Park,Direct,11/26/2024,03/29/2025
OPP-01029,SilverStream,DDoS Protection,196.53,Closed Lost,Not In Forecast,Lisa Chen,Direct,04/22/2025,08/28/2025
OPP-01030,IronGate Tech,DDoS Protection,541.28,Closed Lost,Not In Forecast,David Park,Direct,06/19/2025,10/16/2025
OPP-01031,ByteWorks,MPLS,76.82,Closed Lost,Not In Forecast,Mark Thompson,Agent,04/08/2024,07/29/2024
OPP-01034,DataSync Labs,Dark Fiber,146.79,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,11/08/2024,05/03/2025
OPP-01035,NexGen Telecom,Dark Fiber,240.46,Closed Lost,Not In Forecast,David Park,Agent,06/01/2024,10/23/2024
OPP-01039,SkyBridge Networks,Colocation,1107.39,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,07/19/2025,12/25/2025
OPP-01043,LinkStream,Colocation,114.46,Closed Lost,Not In Forecast,Jessica Kim,Agent,08/26/2025,01/30/2026
OPP-01045,SwiftNode,Wavelengths,340.33,Closed Lost,Not In Forecast,Jose Banales,Channel,07/16/2024,11/19/2024
OPP-01048,Pinnacle IT,Dark Fiber,250.42,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,06/22/2024,11/21/2024
OPP-01052,Cascade Networks,MPLS,5587.43,Closed Lost,Not In Forecast,Chris Weber,Channel,10/18/2024,12/15/2024
OPP-01054,CloudFirst,IP Transit,403.78,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,10/12/2025,02/04/2026
OPP-01055,TerraLink,DDoS Protection,4355.65,Closed Lost,Not In Forecast,Jessica Kim,Channel,06/08/2025,11/13/2025
OPP-01056,SwiftNode,Managed Services,232.64,Closed Lost,Not In Forecast,David Park,Agent,12/09/2025,02/17/2026
OPP-01060,EchoPoint,Wavelengths,674.74,Closed Lost,Not In Forecast,Jose Banales,Channel,07/30/2024,09/04/2024
OPP-01063,Zenith Systems,DDoS Protection,674.89,Closed Lost,Not In Forecast,Jose Banales,Direct,06/15/2025,07/11/2025
OPP-01066,Acme Corp,Ethernet,116.74,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,09/29/2024,11/16/2024
OPP-01069,SignalBridge,Dark Fiber,76.21,Closed Lost,Not In Forecast,Nicole Foster,Channel,01/07/2025,03/16/2025
OPP-01073,FiberLink,IP Transit,290.76,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,11/15/2025,02/23/2026
OPP-01079,Pinnacle IT,DDoS Protection,919.84,Closed Lost,Not In Forecast,Jessica Kim,Agent,04/25/2025,09/23/2025
OPP-01094,Titanium Labs,SD-WAN,614.27,Closed Lost,Not In Forecast,David Park,Agent,10/26/2025,03/11/2026
OPP-01096,FlexNet Solutions,SD-WAN,170.28,Closed Lost,Not In Forecast,Jose Banales,Channel,12/28/2025,03/14/2026
OPP-01098,BluePeak,MPLS,250.84,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,06/16/2025,08/08/2025
OPP-01103,StarForge,DDoS Protection,1819.19,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,01/27/2026,02/21/2026
OPP-01104,Apex Digital,Colocation,846.23,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,06/21/2025,08/15/2025
OPP-01110,PulseNet,Managed Services,60.97,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,05/28/2024,06/13/2024
OPP-01114,Pinnacle IT,Ethernet,2031.16,Closed Lost,Not In Forecast,David Park,Direct,11/23/2024,02/12/2025
OPP-01116,FlexNet Solutions,Dark Fiber,682.19,Closed Lost,Not In Forecast,Lisa Chen,Channel,06/11/2025,09/09/2025
OPP-01120,PrimeRoute,MPLS,1372.81,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,11/06/2024,01/11/2025
OPP-01122,SwiftNode,MPLS,1234.42,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,11/23/2024,02/04/2025
OPP-01124,CopperLine,Managed Services,768.23,Closed Lost,Not In Forecast,Jessica Kim,Direct,07/20/2025,09/02/2025
OPP-01125,SwiftNode,Wavelengths,88.06,Closed Lost,Not In Forecast,Jessica Kim,Direct,06/14/2025,12/10/2025
OPP-01127,ClearPath,Colocation,1104.07,Closed Lost,Not In Forecast,Jessica Kim,Agent,12/24/2024,05/31/2025
OPP-01129,PulseNet,Wavelengths,143.14,Closed Lost,Not In Forecast,Chris Weber,Agent,09/21/2024,11/24/2024
OPP-01138,WavePoint,IP Transit,118.21,Closed Lost,Not In Forecast,Nicole Foster,Channel,01/23/2026,02/28/2026
OPP-01140,SwiftNode,Ethernet,115.41,Closed Lost,Not In Forecast,Mark Thompson,Channel,04/10/2024,05/30/2024
OPP-01142,Apex Digital,Colocation,1385.23,Closed Lost,Not In Forecast,Jessica Kim,Channel,08/25/2025,10/01/2025
OPP-01147,LinkStream,SD-WAN,1409.35,Closed Lost,Not In Forecast,Mark Thompson,Direct,05/27/2024,09/02/2024
OPP-01150,Cascade Networks,Wavelengths,856.14,Closed Lost,Not In Forecast,Mark Thompson,Direct,09/29/2024,12/06/2024
OPP-01156,GoldGrid,Cloud Connect,710.0,Closed Lost,Not In Forecast,Jose Banales,Direct,05/09/2025,06/04/2025
OPP-01162,Apex Digital,DDoS Protection,5162.27,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,12/25/2025,01/21/2026
OPP-01165,Summit Cloud,Cloud Connect,1129.97,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,06/24/2024,10/04/2024
OPP-01167,OmniConnect,SD-WAN,11.14,Closed Lost,Not In Forecast,Jessica Kim,Channel,08/23/2025,10/26/2025
OPP-01173,CopperLine,Ethernet,117.14,Closed Lost,Not In Forecast,Lisa Chen,Channel,11/07/2025,12/30/2025
OPP-01175,ByteWorks,Managed Services,1455.5,Closed Lost,Not In Forecast,David Park,Direct,12/21/2024,01/15/2025
OPP-01176,TerraLink,SD-WAN,801.29,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,07/01/2024,08/07/2024
OPP-01180,FiberLink,MPLS,168.02,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,11/26/2025,02/19/2026
OPP-01182,IronGate Tech,Dark Fiber,3999.05,Closed Lost,Not In Forecast,Lisa Chen,Agent,12/02/2024,03/18/2025
OPP-01185,HorizonIO,Wavelengths,782.11,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,07/28/2025,11/09/2025
OPP-01189,WavePoint,SD-WAN,204.97,Closed Lost,Not In Forecast,Jose Banales,Channel,01/10/2026,03/13/2026
OPP-01191,Cascade Networks,MPLS,2281.25,Closed Lost,Not In Forecast,Chris Weber,Agent,03/25/2025,06/15/2025
OPP-01196,VectorData,Dark Fiber,325.85,Closed Lost,Not In Forecast,Nicole Foster,Channel,02/06/2026,03/07/2026
OPP-01197,ByteWorks,MPLS,896.73,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,05/29/2024,11/17/2024
OPP-01199,TerraLink,DDoS Protection,111.03,Closed Lost,Not In Forecast,Chris Weber,Agent,06/01/2025,08/19/2025
OPP-01207,Pinnacle IT,MPLS,1776.44,Closed Lost,Not In Forecast,Sarah Mitchell,Agent,01/01/2025,04/08/2025
OPP-01215,LinkStream,SD-WAN,1442.33,Closed Lost,Not In Forecast,Chris Weber,Agent,11/22/2025,12/09/2025
OPP-01217,Zenith Systems,SD-WAN,980.37,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,10/10/2024,11/16/2024
OPP-01220,GridForce,Ethernet,1083.33,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,09/13/2024,12/26/2024
OPP-01221,Atlas Computing,Ethernet,88.47,Closed Lost,Not In Forecast,Jose Banales,Channel,02/24/2025,07/01/2025
OPP-01223,NetScale Systems,DDoS Protection,295.43,Closed Lost,Not In Forecast,Ryan O'Brien,Agent,07/02/2024,09/14/2024
OPP-01226,OmniConnect,Managed Services,53.67,Closed Lost,Not In Forecast,Jessica Kim,Direct,09/12/2024,01/04/2025
OPP-01227,VectorData,IP Transit,81.69,Closed Lost,Not In Forecast,Amy Rodriguez,Agent,09/23/2025,12/05/2025
OPP-01234,RedRock Data,Cloud Connect,2214.01,Closed Lost,Not In Forecast,Nicole Foster,Agent,06/13/2024,07/03/2024
OPP-01235,Acme Corp,Dark Fiber,263.97,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,12/16/2025,02/27/2026
OPP-01237,EchoPoint,MPLS,108.8,Closed Lost,Not In Forecast,Chris Weber,Direct,04/27/2024,06/15/2024
OPP-01245,StarForge,Ethernet,822.74,Closed Lost,Not In Forecast,Jessica Kim,Channel,09/15/2024,01/03/2025
OPP-01252,VectorData,Cloud Connect,235.94,Closed Lost,Not In Forecast,Lisa Chen,Agent,05/20/2024,06/20/2024
OPP-01258,CopperLine,IP Transit,286.48,Closed Lost,Not In Forecast,Lisa Chen,Direct,04/23/2025,06/17/2025
OPP-01259,HorizonIO,Colocation,29.24,Closed Lost,Not In Forecast,David Park,Direct,08/28/2024,01/14/2025
OPP-01268,SilverStream,Colocation,257.79,Closed Lost,Not In Forecast,Lisa Chen,Agent,10/03/2024,03/01/2025
OPP-01269,Summit Cloud,SD-WAN,239.34,Closed Lost,Not In Forecast,Lisa Chen,Channel,01/15/2025,02/05/2025
OPP-01270,TechFlow Inc,DDoS Protection,337.78,Closed Lost,Not In Forecast,Sarah Mitchell,Channel,08/25/2024,02/08/2025
OPP-01274,RedRock Data,Wavelengths,108.47,Closed Lost,Not In Forecast,Sarah Mitchell,Direct,03/18/2025,06/27/2025
OPP-01275,Quantum Networks,DDoS Protection,654.16,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,08/23/2024,01/25/2025
OPP-01276,Quantum Networks,Ethernet,1066.17,Closed Lost,Not In Forecast,Jessica Kim,Direct,07/21/2025,08/15/2025
OPP-01283,CopperLine,SD-WAN,1027.34,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,04/19/2025,07/26/2025
OPP-01290,Acme Corp,MPLS,1876.29,Closed Lost,Not In Forecast,Jose Banales,Agent,10/11/2024,01/02/2025
OPP-01292,CloudFirst,SD-WAN,467.06,Closed Lost,Not In Forecast,Amy Rodriguez,Direct,04/02/2025,09/05/2025
OPP-01297,SignalBridge,Ethernet,475.73,Closed Lost,Not In Forecast,Amy Rodriguez,Channel,01/19/2026,03/10/2026
OPP-01299,GridForce,Dark Fiber,164.86,Closed Lost,Not In Forecast,Ryan O'Brien,Direct,10/18/2024,03/20/2025
OPP-01303,OmniConnect,Dark Fiber,274.4,Closed Lost,Not In Forecast,David Park,Agent,03/12/2025,07/30/2025
OPP-01305,FiberLink,Managed Services,100.59,Closed Lost,Not In Forecast,Chris Weber,Agent,06/23/2025,09/01/2025
OPP-01310,DigiPath,Wavelengths,329.9,Closed Lost,Not In Forecast,Mark Thompson,Direct,06/01/2025,06/21/2025
OPP-01313,GridForce,Managed Services,488.44,Closed Lost,Not In Forecast,Ryan O'Brien,Channel,04/27/2024,07/10/2024
OPP-01316,LinkStream,Wavelengths,175.13,Closed Lost,Not In Forecast,Mark Thompson,Channel,08/22/2025,10/13/2025
